sample_ID,compound_seen,strain_seen,time_seen,plate_seen,source_seen,instrument_seen,time_distance,expert_disagreement,compound_log1p_count,strain_log1p_count,plate_log1p_count,A,B,C,n_obs_proteins,axis,fold_id,field_col,gate_value
C3078,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1768482346935962,4.418840607796598,7.201170883281678,0.0,0.3524447622828441,-0.0280321251088859,0.0200167168025605,3824,plate,4,Yeast_cell_plate,0.5486134
C3079,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1859531514086264,5.860786223465865,7.220373836723949,0.0,0.1393416890000751,-0.0235681409800056,0.020961953116998,3864,plate,4,Yeast_cell_plate,0.64378333
C3080,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2025362693146601,5.14166355650266,7.220373836723949,0.0,0.1835768052894716,-0.0321007055675598,0.0243254206538909,3828,plate,4,Yeast_cell_plate,0.62439513
C3081,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1784609555125465,4.04305126783455,7.220373836723949,0.0,0.1467337660017902,-0.01570724220276,0.0190882743071728,3893,plate,4,Yeast_cell_plate,0.530183
C3082,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1751489537596975,4.454347296253507,7.220373836723949,0.0,0.1454049129900722,-0.0043866730477567,0.0199930899851808,3787,plate,4,Yeast_cell_plate,0.55455655
C3084,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1936596235549073,4.418840607796598,7.220373836723949,0.0,0.1232465157447061,-0.0180196218107312,0.0229630932438448,3834,plate,4,Yeast_cell_plate,0.53966767
C3085,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1837197577160508,5.823045895483019,7.201170883281678,0.0,0.151031114207277,-0.031489638696668,0.025818177542692,3877,plate,4,Yeast_cell_plate,0.64178437
C3086,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1703879743405252,4.430816798843313,7.201170883281678,0.0,0.1196634084478175,-0.012236948326034,0.0197497608849286,3750,plate,4,Yeast_cell_plate,0.55698806
C3087,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1918669402747745,4.454347296253507,7.201170883281678,0.0,0.2128367187460272,-0.0171505665649535,0.0271966267882555,3612,plate,4,Yeast_cell_plate,0.54062665
C3090,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2166165831924766,4.394449154672439,7.201170883281678,0.0,0.1006667244821794,0.0117706034929653,0.0379594017224199,3814,plate,4,Yeast_cell_plate,0.55794376
C3091,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2249879120693629,5.823045895483019,7.220373836723949,0.0,0.1148426998359227,-0.0157024219602028,0.0303374190449008,3855,plate,4,Yeast_cell_plate,0.6492107
C3092,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1890455109821648,4.430816798843313,7.220373836723949,0.0,0.0959332669218997,-0.0087771982368155,0.0224635348171627,3858,plate,4,Yeast_cell_plate,0.5417485
C3093,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2247809898886361,4.454347296253507,7.220373836723949,0.0,0.0964022898809223,-0.0134761281709068,0.0320442567391264,3762,plate,4,Yeast_cell_plate,0.58773494
C3096,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1922871276980092,4.394449154672439,7.220373836723949,0.0,0.1045262409912223,-0.0067624022997929,0.0258235559663768,3835,plate,4,Yeast_cell_plate,0.5376512
C3098,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1811690320853068,5.081404364984463,7.201170883281678,0.0,0.1008678916456871,-0.0170098045247984,0.0239637664215378,3804,plate,4,Yeast_cell_plate,0.59527856
C3100,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1758676520563925,4.442651256490317,7.201170883281678,0.0,0.0993136156460366,-0.0168887983731476,0.0202837389386659,3830,plate,4,Yeast_cell_plate,0.5509734
C3101,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1707005088841419,4.143134726391533,7.201170883281678,0.0,0.1121575923057749,-0.0205991977425886,0.0208766985776811,3858,plate,4,Yeast_cell_plate,0.5437325
C3102,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2610982044337219,4.394449154672439,7.201170883281678,0.0,0.1312317953307274,-0.0135977721248148,0.0576342774713681,3707,plate,4,Yeast_cell_plate,0.6375847
C3104,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1858718662461863,5.081404364984463,7.220373836723949,0.0,0.104923020146107,-0.014020535278165,0.0211764988648598,3808,plate,4,Yeast_cell_plate,0.60060143
C3106,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2022345125422518,4.442651256490317,7.220373836723949,0.0,0.0971062307733936,-0.0143538910607264,0.0246860427492707,3817,plate,4,Yeast_cell_plate,0.5458013
C3108,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2056358199212817,4.394449154672439,7.220373836723949,0.0,0.1093789207515631,-0.0158441635682882,0.0223082813978924,3718,plate,4,Yeast_cell_plate,0.54299706
C3109,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2116374754643509,4.356708826689592,7.201170883281678,0.0,0.2041555736531705,-0.0332346854461405,0.0307937542087145,2725,plate,4,Yeast_cell_plate,0.54304516
C3110,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1689859236463443,4.430816798843313,7.201170883281678,0.0,0.1413598575770535,-0.015801685041694,0.0180752508655239,3684,plate,4,Yeast_cell_plate,0.55875766
C3111,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1683511677896931,4.430816798843313,7.201170883281678,0.0,0.1053148885476377,-0.0208546462335587,0.0195566363807278,3791,plate,4,Yeast_cell_plate,0.5595632
C3112,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1576407204647105,4.442651256490317,7.201170883281678,0.0,0.1147083597574997,-0.0198339482284313,0.0163874937335681,3818,plate,4,Yeast_cell_plate,0.5733589
C3114,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1811690320853068,5.081404364984463,7.201170883281678,0.0,0.1620586276551354,-0.0290840569561526,0.0224540707621155,3741,plate,4,Yeast_cell_plate,0.59527856
C3115,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.299031865181361,4.356708826689592,7.220373836723949,0.0,0.5217373725178475,0.0644059810806245,0.0585437960850496,1907,plate,4,Yeast_cell_plate,0.648312
C3117,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1661213204030898,4.430816798843313,7.220373836723949,0.0,0.1957888876451136,-0.0172681467426637,0.0168138182375709,3830,plate,4,Yeast_cell_plate,0.5644002
C3120,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1858718662461863,5.081404364984463,7.220373836723949,0.0,0.1059277020673158,-0.0106795993680909,0.0214398103679463,3844,plate,4,Yeast_cell_plate,0.60060143
C3122,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1751521399646223,4.430816798843313,7.201170883281678,0.0,0.1040323854942746,-0.0225514620097785,0.02190956969153,3809,plate,4,Yeast_cell_plate,0.5511857
C3123,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1824040511597381,4.442651256490317,7.201170883281678,0.0,0.1092502727904707,-0.0212402433459825,0.0228431956608807,3865,plate,4,Yeast_cell_plate,0.5444488
C3126,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1858029721414501,5.14166355650266,7.201170883281678,0.0,0.1161113735763733,-0.0251336613681917,0.0238920134622005,3800,plate,4,Yeast_cell_plate,0.6043532
C3128,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2064289522086584,4.430816798843313,7.220373836723949,0.0,0.1031866905996355,-0.0097323034315759,0.0246971813556754,3824,plate,4,Yeast_cell_plate,0.5487712
C3129,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1942484459486517,4.442651256490317,7.220373836723949,0.0,0.1232043599165715,-0.0163266433831938,0.0231506040697207,3840,plate,4,Yeast_cell_plate,0.5419588
C3130,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1712452027609048,4.465908118654584,7.220373836723949,0.0,0.1027951976410803,-0.0071068678000287,0.0173476798973827,3815,plate,4,Yeast_cell_plate,0.5596255
C3132,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2025362693146601,5.14166355650266,7.220373836723949,0.0,0.0963623065425859,-0.0216077437124575,0.0240358351227498,3795,plate,4,Yeast_cell_plate,0.62439513
C3133,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1973988012317087,5.0369526024136295,7.201170883281678,0.0,0.1106505193952662,-0.0282894715914462,0.0295355675175753,3883,plate,4,Yeast_cell_plate,0.60787463
C3134,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5453899230850655,4.382026634673881,7.201170883281678,0.0,0.2851685754022121,-0.1112250885688132,0.1593714739915273,2053,plate,4,Yeast_cell_plate,0.65
C3135,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1726023577465466,4.406719247264253,7.201170883281678,0.0,0.1552394207152843,-0.0280147942546022,0.0229740560561445,3872,plate,4,Yeast_cell_plate,0.5531011
C3136,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2235275436166037,4.454347296253507,7.201170883281678,0.0,0.2173907034834262,-0.0300155533393858,0.0238460276331251,3053,plate,4,Yeast_cell_plate,0.5827712
C3137,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2312696547324458,4.406719247264253,7.201170883281678,0.0,0.1600842026443549,-0.0282231436463692,0.0446373362687736,3890,plate,4,Yeast_cell_plate,0.5937226
C3138,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1973988012317087,5.0369526024136295,7.201170883281678,0.0,0.1173831993120953,-0.0280548768990453,0.0285632866749081,3841,plate,4,Yeast_cell_plate,0.60787463
C3141,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1831702766317336,4.406719247264253,7.220373836723949,0.0,0.1401841551199347,-0.0223201893838442,0.0201346490915956,3876,plate,4,Yeast_cell_plate,0.5437932
C3142,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2192879485297025,4.454347296253507,7.220373836723949,0.0,0.1565561392762101,-0.0242502812241171,0.0260648781006869,3137,plate,4,Yeast_cell_plate,0.57543445
C3143,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2182848235808859,4.406719247264253,7.220373836723949,0.0,0.1169607538389702,-0.0140014255485404,0.0321795767162213,3823,plate,4,Yeast_cell_plate,0.5658699
C3144,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2144702911342351,5.0369526024136295,7.220373836723949,0.0,0.1679190743066428,-0.015340843311176,0.030094518553026,3845,plate,4,Yeast_cell_plate,0.6301223
C3145,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.4880450837881864,4.430816798843313,7.201170883281678,0.0,0.2396553601710672,-0.1058102051222338,0.182966448685945,2337,plate,4,Yeast_cell_plate,0.64999986
C3146,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1984239806519769,4.442651256490317,7.201170883281678,0.0,0.1273208404050015,-0.0293978523213709,0.0280809371593754,3749,plate,4,Yeast_cell_plate,0.5406607
C3147,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2330826505248602,4.430816798843313,7.201170883281678,0.0,0.2065671807737993,-0.0202044428604277,0.0328667257241616,3725,plate,4,Yeast_cell_plate,0.6010777
C3148,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2561775827958374,4.442651256490317,7.201170883281678,0.0,0.2059072182011465,-0.0175593319641483,0.0425673141571664,3206,plate,4,Yeast_cell_plate,0.63597536
C3149,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2202975247916686,4.477336814478207,7.201170883281678,0.0,0.2541477000533977,-0.0432789475068662,0.0330646532413756,3841,plate,4,Yeast_cell_plate,0.57891774
C3150,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2063190276744456,5.860786223465865,7.201170883281678,0.0,0.1174414044810633,-0.0256127884325982,0.0302560973323754,3918,plate,4,Yeast_cell_plate,0.6479156
C3151,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6318171997399015,4.430816798843313,7.220373836723949,0.0,0.2598750236263709,-0.0669252555878435,0.3360903503243919,1889,plate,4,Yeast_cell_plate,0.65
C3152,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1961020021987025,4.442651256490317,7.220373836723949,0.0,0.111398480464802,-0.0127573916730561,0.0235674692022614,3798,plate,4,Yeast_cell_plate,0.5422891
C3153,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2186648072205626,4.430816798843313,7.220373836723949,0.0,0.247125134420391,-0.010289810240044,0.0304419992694961,3682,plate,4,Yeast_cell_plate,0.5704536
C3154,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.204699515437856,4.442651256490317,7.220373836723949,0.0,0.2932738717799218,-0.0154556129370116,0.0303571136928883,3752,plate,4,Yeast_cell_plate,0.54827917
C3155,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2278491006130157,4.477336814478207,7.220373836723949,0.0,0.2703321234795915,-0.0379635770654125,0.0321956268962565,3754,plate,4,Yeast_cell_plate,0.5977338
C3156,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1859531514086264,5.860786223465865,7.220373836723949,0.0,0.2243521620249012,-0.0130373949468019,0.0204287118478015,3808,plate,4,Yeast_cell_plate,0.64378333
C3161,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2019975809817678,4.418840607796598,7.201170883281678,0.0,0.2966622493136669,-0.0429062356605026,0.0280693642798562,3764,plate,4,Yeast_cell_plate,0.54013944
C3162,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2800984461884548,4.430816798843313,7.201170883281678,0.0,0.2100584249784262,-0.0455187239494645,0.0558150755916051,3784,plate,4,Yeast_cell_plate,0.64620745
C3163,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5312102434187146,4.465908118654584,7.220373836723949,0.0,0.436775110310717,-0.0894737835268404,0.1078498774728947,1300,plate,4,Yeast_cell_plate,0.65
C3167,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2182231643211331,4.418840607796598,7.220373836723949,0.0,0.217011331012555,-0.0443308876840551,0.0323904810512703,3785,plate,4,Yeast_cell_plate,0.56763613
C3168,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2615527400787737,4.430816798843313,7.220373836723949,0.0,0.1623835325687065,-0.0256762136838761,0.0314448628588793,3711,plate,4,Yeast_cell_plate,0.63971543
C5383,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1560988221711386,5.860786223465865,7.217443431696533,0.0,0.0869114092815311,-0.0153101398563205,0.0157749721323129,3969,plate,4,Yeast_cell_plate,0.6314728
C5384,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1484783960732293,5.14166355650266,7.217443431696533,0.0,0.1351841674124942,-0.0145449040844878,0.0150601270978357,3837,plate,4,Yeast_cell_plate,0.60678244
C5385,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1414150368837517,4.04305126783455,7.217443431696533,0.0,0.1373133494782211,-0.0116076204005324,0.0133159022143713,3834,plate,4,Yeast_cell_plate,0.57269937
C5386,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1650315192701514,4.454347296253507,7.217443431696533,0.0,0.1406756278961528,-0.0196820023894319,0.0202073370704803,3752,plate,4,Yeast_cell_plate,0.56642646
C5388,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1606806631070594,4.418840607796598,7.217443431696533,0.0,0.1231796287370062,-0.0176787818901132,0.0168930453580364,3797,plate,4,Yeast_cell_plate,0.57036996
C5395,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1563164191526766,5.823045895483019,7.217443431696533,0.0,0.089232675197001,-0.0108689142425826,0.0163795991943322,4000,plate,4,Yeast_cell_plate,0.6301146
C5396,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1546199086228713,4.430816798843313,7.217443431696533,0.0,0.1464515824269586,-0.0104035879937701,0.0147234089554467,3731,plate,4,Yeast_cell_plate,0.5778802
C5397,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1756286496713781,4.454347296253507,7.217443431696533,0.0,0.1032455756414837,-0.0159744519143934,0.0240697189888388,3929,plate,4,Yeast_cell_plate,0.5536958
C5400,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1537331312247824,4.394449154672439,7.217443431696533,0.0,0.1272058981409566,-0.0067184843112289,0.0174623212185881,3812,plate,4,Yeast_cell_plate,0.5774404
C5408,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1561061561356288,5.081404364984463,7.217443431696533,0.0,0.1454304335481548,-0.0187489121448195,0.0162773397409295,3734,plate,4,Yeast_cell_plate,0.59952253
C5410,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.159853093136342,4.442651256490317,7.217443431696533,0.0,0.1088574858239586,-0.0166718206787808,0.0169313935998893,4034,plate,4,Yeast_cell_plate,0.5722987
C5412,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2171244346558425,4.394449154672439,7.217443431696533,0.0,0.0971899971348999,-0.0267006387980207,0.0291597366937634,3887,plate,4,Yeast_cell_plate,0.5611177
C5419,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1793498957159802,4.356708826689592,7.217443431696533,0.0,0.1018544366769315,-0.0148867162788478,0.0198365093194342,3937,plate,4,Yeast_cell_plate,0.54433775
C5420,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1506770903568513,4.430816798843313,7.217443431696533,0.0,0.0855380898404138,-0.0115259342366241,0.0143991970840232,3948,plate,4,Yeast_cell_plate,0.58206195
C5421,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1404403918684104,4.430816798843313,7.217443431696533,0.0,0.0855197656789047,-0.0131343914097009,0.0132345859794325,3977,plate,4,Yeast_cell_plate,0.5912238
C5424,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1561061561356288,5.081404364984463,7.217443431696533,0.0,0.1159201419920865,-0.0075995155220169,0.0172490719069793,3991,plate,4,Yeast_cell_plate,0.59952253
C5432,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1586873471981635,4.430816798843313,7.217443431696533,0.0,0.1680236120348208,-0.01940185520523,0.0147606274137584,3771,plate,4,Yeast_cell_plate,0.5732265
C5433,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1490255597306521,4.442651256490317,7.217443431696533,0.0,0.107326674369415,-0.014332453872514,0.01503328124036,3953,plate,4,Yeast_cell_plate,0.584161
C5434,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1647584268235208,4.465908118654584,7.217443431696533,0.0,0.1734550993689343,-0.0123543680951393,0.0158906694750723,3825,plate,4,Yeast_cell_plate,0.56723523
C5436,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1484783960732293,5.14166355650266,7.217443431696533,0.0,0.1293393082202369,-0.0164194018081286,0.0152573337817319,3965,plate,4,Yeast_cell_plate,0.60678244
C5443,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.151753016318344,5.0369526024136295,7.217443431696533,0.0,0.0892220621968401,-0.0132851986271734,0.0163618547394587,3988,plate,4,Yeast_cell_plate,0.6011648
C5444,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2007786815025232,4.382026634673881,7.217443431696533,0.0,0.1427012997802594,-0.0250983679600608,0.0263523180824473,3798,plate,4,Yeast_cell_plate,0.5371702
C5445,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1319385791482656,4.406719247264253,7.217443431696533,0.0,0.0767783613571223,-0.011105020336545,0.0104091231066602,3989,plate,4,Yeast_cell_plate,0.59607553
C5446,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1687629031900273,4.454347296253507,7.217443431696533,0.0,0.1020082057457883,-0.0198787460404047,0.0184916947540202,4012,plate,4,Yeast_cell_plate,0.5618026
C5447,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1809356094962281,4.406719247264253,7.217443431696533,0.0,0.0949448775080991,-0.0180613732593499,0.0221801364285372,3999,plate,4,Yeast_cell_plate,0.5455021
C5448,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.151753016318344,5.0369526024136295,7.217443431696533,0.0,0.0950559486770484,-0.0148193974460355,0.0159220258419197,3967,plate,4,Yeast_cell_plate,0.6011648
C5455,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2000235390289154,4.430816798843313,7.217443431696533,0.0,0.1298702802795131,-0.0229710601186467,0.0343281519926943,3818,plate,4,Yeast_cell_plate,0.5423424
C5456,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1545290875892306,4.442651256490317,7.217443431696533,0.0,0.1133339126812217,-0.014565857200395,0.0156686908272345,3865,plate,4,Yeast_cell_plate,0.57843244
C5457,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1977718617937647,4.430816798843313,7.217443431696533,0.0,0.1979092839257931,-0.0229442324196361,0.0289966342724834,3846,plate,4,Yeast_cell_plate,0.541206
C5458,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1681527145485101,4.442651256490317,7.217443431696533,0.0,0.1019130279373285,-0.0160216278789555,0.0200267234640946,3916,plate,4,Yeast_cell_plate,0.5620524
C5459,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1567046551548146,4.477336814478207,7.217443431696533,0.0,0.1595456942039106,-0.0049537465591544,0.0153130762000048,3908,plate,4,Yeast_cell_plate,0.57730347
C5467,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2466131162952854,4.465908118654584,7.217443431696533,0.0,0.1548905987911367,-0.0433493908338808,0.0407068179315679,3869,plate,4,Yeast_cell_plate,0.62846506
C5471,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1562342264869731,4.418840607796598,7.217443431696533,0.0,0.1165808051062823,-0.0086841965437587,0.0176988348725188,3933,plate,4,Yeast_cell_plate,0.57560945
C5472,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1906544368109081,4.430816798843313,7.217443431696533,0.0,0.1248611342851624,-0.0136429658896101,0.0189739392465207,3907,plate,4,Yeast_cell_plate,0.5408403
C6343,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2289372402668563,5.860786223465865,7.217443431696533,0.0,0.1909257216784692,-0.0575886992456721,0.0420651972992628,3963,plate,4,Yeast_cell_plate,0.6494354
C6344,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2494651468695149,5.14166355650266,7.217443431696533,0.0,0.1972589713459717,-0.0593780555246531,0.0444382249509843,3960,plate,4,Yeast_cell_plate,0.6480459
C6345,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2185115661245944,4.04305126783455,7.217443431696533,0.0,0.2289519117017465,-0.0442941019782424,0.0380673068337548,3918,plate,4,Yeast_cell_plate,0.50880015
C6346,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2502679907948085,4.454347296253507,7.217443431696533,0.0,0.2041783351421255,-0.0418898958306613,0.0479913404467843,3897,plate,4,Yeast_cell_plate,0.63177323
C6348,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2174036686271647,4.418840607796598,7.217443431696533,0.0,0.214067788813413,-0.0499126769836637,0.0326562470406599,3862,plate,4,Yeast_cell_plate,0.5655241
C6355,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2180246315111176,5.823045895483019,7.217443431696533,0.0,0.2235273946328218,-0.0580314363527341,0.0385912995241405,3927,plate,4,Yeast_cell_plate,0.6488279
C6356,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2344780143201958,4.430816798843313,7.217443431696533,0.0,0.2267425914124117,-0.0601514822688767,0.0448107902161687,3876,plate,4,Yeast_cell_plate,0.60543364
C6357,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2481874436434262,4.454347296253507,7.217443431696533,0.0,0.2015929556315411,-0.0501461921227148,0.0451039011432827,3805,plate,4,Yeast_cell_plate,0.62952197
C6368,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2189077491242131,5.081404364984463,7.217443431696533,0.0,0.273743719832361,-0.063699563187321,0.0365790524927774,3976,plate,4,Yeast_cell_plate,0.6362461
C6370,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.269884079967357,4.442651256490317,7.217443431696533,0.0,0.1978561533214524,-0.0596442337470473,0.0589950999085711,3906,plate,4,Yeast_cell_plate,0.6438013
C6371,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2513019112693179,4.143134726391533,7.217443431696533,0.0,0.1912721840177227,-0.060349985255415,0.0547214822911996,3952,plate,4,Yeast_cell_plate,0.604844
C6372,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2374625065420152,4.394449154672439,7.217443431696533,0.0,0.2169021118154525,-0.0434757722472042,0.0433093411144645,3890,plate,4,Yeast_cell_plate,0.60707366
C6379,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2991314479290753,4.356708826689592,7.217443431696533,0.0,0.202740785194541,-0.0766959686295561,0.0692449679339516,3963,plate,4,Yeast_cell_plate,0.6483097
C6380,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2474564347601808,4.430816798843313,7.217443431696533,0.0,0.2582013287832245,-0.0632629138604004,0.0488273680309328,3936,plate,4,Yeast_cell_plate,0.6270137
C6381,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2388385681234196,4.430816798843313,7.217443431696533,0.0,0.2251153980526054,-0.0640275665653379,0.0438924155915317,3937,plate,4,Yeast_cell_plate,0.61382854
C6382,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2629793696217126,4.442651256490317,7.217443431696533,0.0,0.1643414741500417,-0.0540263508805125,0.0592098970412639,3928,plate,4,Yeast_cell_plate,0.64082694
C6384,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2189077491242131,5.081404364984463,7.217443431696533,0.0,0.1717812442243526,-0.0500153693553098,0.0362664041239001,3918,plate,4,Yeast_cell_plate,0.6362461
C6392,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2973235089275436,4.430816798843313,7.217443431696533,0.0,0.1956928031460474,-0.0730614116349684,0.0686907774640036,3965,plate,4,Yeast_cell_plate,0.64853716
C6393,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2426942252361083,4.442651256490317,7.217443431696533,0.0,0.1987722348637199,-0.059756548613641,0.0428549726933302,3929,plate,4,Yeast_cell_plate,0.62136173
C6394,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2516805894171987,4.465908118654584,7.217443431696533,0.0,0.2284034310143659,-0.0703764066617106,0.0459530790377627,3955,plate,4,Yeast_cell_plate,0.63379323
C6396,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2494651468695149,5.14166355650266,7.217443431696533,0.0,0.1899445161043647,-0.059262460395047,0.0442716936993234,3951,plate,4,Yeast_cell_plate,0.6480459
C6404,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2579403700681844,4.382026634673881,7.217443431696533,0.0,0.2205105740698455,-0.0486146578751319,0.0538397044259618,3853,plate,4,Yeast_cell_plate,0.6350533
C6405,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.270350277863477,4.406719247264253,7.217443431696533,0.0,0.22529569316344,-0.0687383695966854,0.058893729196089,3936,plate,4,Yeast_cell_plate,0.6432002
C6406,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3029703393590621,4.454347296253507,7.217443431696533,0.0,0.2408699161036977,-0.082555500654365,0.0696386535846837,3939,plate,4,Yeast_cell_plate,0.6489874
C6407,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2818796628359423,4.406719247264253,7.217443431696533,0.0,0.21297264504274,-0.0609111774176213,0.0669244044658167,3964,plate,4,Yeast_cell_plate,0.64640874
