candidate,axis,fold_id,n_entities,entities,n_train_rows,n_test_rows,unknown_sample_pcc,unknown_log2_rmse,unknown_log2_mae,known_in_sample_sample_pcc,known_in_sample_log2_rmse,known_in_sample_log2_mae,fc_pcc,fc_coverage,fc_n_matched,fc_n_treatments,elapsed_sec
mask_compound,plate,0,12,WAY_B-1_P17;WAY_B-1_P20;WAY_B-2_P19;WAY_BP12;WAY_BP18;WAY_CP1;WAY_CP10;WAY_CP22;WAY_CP36;WAY_CP43;WAY_CP54;WAY_CP6,5425,495,0.9889460938031226,0.4124209394486892,0.28594224909445143,0.9945005167496712,0.2846991414711421,0.19208802818983342,,0.0,0,427,32.65504813194275
mask_compound,plate,1,12,WAY_B-1_P15;WAY_B-1_P18;WAY_B-2_P18;WAY_BP1;WAY_BP10;WAY_BP8;WAY_CP12;WAY_CP3;WAY_CP45;WAY_CP46;WAY_CP55;WAY_CP62,5425,495,0.9902330542513224,0.3784158178677236,0.2566227807419622,0.9944807837836709,0.28587379978339267,0.19304161122921787,,0.0,0,425,31.615957736968994
mask_compound,plate,2,12,WAY_B-1_P13;WAY_B-1_P16;WAY_B-2_P12;WAY_B-2_P5;WAY_B-2_P9;WAY_BP5;WAY_CP19;WAY_CP42;WAY_CP47;WAY_CP53;WAY_CP59;WAY_CP63,5425,495,0.9905272701706029,0.37652556279349075,0.2534548844382722,0.9945123052020567,0.28445261731661586,0.1921113446691142,,0.0,0,422,30.522207498550415
mask_compound,plate,3,12,WAY_B-2_P20;WAY_B-2_P4;WAY_BP14;WAY_BP2;WAY_BP7;WAY_CP15;WAY_CP16;WAY_CP28;WAY_CP29;WAY_CP56;WAY_CP65;WAY_CP68,5425,495,0.9874767483411729,0.4635619099659076,0.3078613166248954,0.9945083694488164,0.2851771836424002,0.19240111631405024,,0.0,0,430,31.932421684265137
mask_compound,plate,4,12,WAY_B-2_P24;WAY_B-2_P3;WAY_BP11;WAY_BP19;WAY_BP4;WAY_BP9;WAY_CP17;WAY_CP20;WAY_CP30;WAY_CP33;WAY_CP57;WAY_CP67,5427,493,0.9896534745399022,0.38684849036135416,0.26685866906940564,0.9945080474136742,0.2853360150162264,0.19236119606896307,,0.0,0,421,30.81551504135132
mask_compound,plate,5,12,WAY_B-2_P16;WAY_B-2_P7;WAY_BP20;WAY_BP23;WAY_BP3;WAY_CP18;WAY_CP21;WAY_CP24;WAY_CP38;WAY_CP44;WAY_CP61;WAY_CP7,5427,493,0.990784321331261,0.3631361120173338,0.24704457196704319,0.9944954367850309,0.285343366689053,0.19303046553498818,,0.0,0,426,30.19896650314331
mask_compound,plate,6,12,WAY_B-1_P12;WAY_B-1_P14;WAY_B-1_P21;WAY_B-1_P24;WAY_B-1_P6;WAY_B-2_P2;WAY_BP16;WAY_CP2;WAY_CP27;WAY_CP39;WAY_CP64;WAY_CP70,5428,492,0.9901536517500917,0.39336431308460745,0.2636566117548579,0.994409679679872,0.2870573029903324,0.19362102966267825,,0.0,0,418,31.587209701538086
mask_compound,plate,7,12,WAY_B-1_P19;WAY_B-1_P22;WAY_B-1_P5;WAY_B-1_P8;WAY_B-2_P21;WAY_B-2_P23;WAY_BP17;WAY_CP23;WAY_CP32;WAY_CP41;WAY_CP66;WAY_CP72,5428,492,0.9904583791238869,0.3864505500401497,0.2664885662117458,0.9944591395879658,0.28531585697258294,0.1922807687171568,,0.0,0,422,29.05587077140808
mask_compound,plate,8,12,WAY_B-1_P1;WAY_B-1_P10;WAY_B-1_P2;WAY_B-1_P23;WAY_B-1_P7;WAY_B-2_P11;WAY_BP21;WAY_CP25;WAY_CP37;WAY_CP4;WAY_CP69;WAY_CP9,5434,486,0.9901519537295972,0.38499855815051387,0.25898186742758394,0.9946044057246469,0.28275993588250165,0.19151098166919253,,0.0,0,413,27.177011966705322
mask_compound,plate,9,12,WAY_B-1_P11;WAY_B-1_P9;WAY_B-2_P1;WAY_B-2_P10;WAY_B-2_P14;WAY_BP22;WAY_CP13;WAY_CP14;WAY_CP26;WAY_CP48;WAY_CP51;WAY_CP8,5425,495,0.9898911548481985,0.3975655038436753,0.26821601522101773,0.9945736950744765,0.2839856596798769,0.19167898460792368,,0.0,0,426,31.95974636077881
